Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,SMA_50,RSI_14,MACD_Value,Bollinger_Bands_Upper
1947-03-04,48.76,48.82,49.28,47.29,3606299,0.1231,1.99,46.2078,52.8,0.6483,52.4979
1947-03-05,48.82,49.94,50.54,48.45,1606831,2.2941,2.09,46.2752,57.58,0.6775,52.5406
1947-03-06,49.94,51.07,51.36,49.49,15153006,2.2627,1.87,46.3626,61.78,0.7828,52.6036
1947-03-07,51.07,52.84,54.12,50.15,8980841,3.4658,3.97,46.4996,67.26,0.9976,52.9951
1947-03-10,52.84,53.13,54.87,52.47,15729173,0.5488,2.4,46.667,68.07,1.1776,53.411
1947-03-11,53.13,54.61,57.62,50.81,3156885,2.7856,6.81,46.8646,71.88,1.4233,54.2091
1947-03-12,54.61,55.11,55.51,53.01,15601209,0.9156,2.5,47.0704,73.05,1.6395,54.997
1947-03-13,55.11,53.6,56.09,52.67,13097140,-2.74,3.42,47.2642,64.34,1.6697,55.3574
1947-03-14,53.6,54.0,54.77,52.45,4888401,0.7463,2.32,47.4698,65.51,1.7062,55.7484
1947-03-17,54.0,54.56,55.36,53.04,11689186,1.037,2.32,47.7146,67.14,1.7601,56.2002
1947-03-18,54.56,56.91,57.08,54.41,17079021,4.3072,2.67,48.0256,72.92,1.9697,57.0848
1947-03-19,56.91,58.36,59.06,56.3,9535701,2.5479,2.76,48.3582,75.76,2.2272,58.181
1947-03-20,58.36,59.88,61.14,57.53,18072295,2.6045,3.61,48.7132,78.32,2.5248,59.4876
1947-03-21,59.88,60.2,60.6,58.84,10430153,0.5344,1.76,49.0842,78.83,2.7547,60.7437
1947-03-24,60.2,59.84,60.68,58.95,9764350,-0.598,1.73,49.4294,76.65,2.8747,61.7187
1947-03-25,59.84,59.02,60.53,58.05,10040888,-1.3703,2.48,49.779,71.8,2.8705,62.3269
1947-03-26,59.02,59.06,60.67,58.2,5805689,0.0678,2.47,50.0956,71.89,2.8377,62.7264
1947-03-27,59.06,58.81,61.14,58.53,19803985,-0.4233,2.61,50.4514,70.32,2.7598,62.9131
1947-03-28,58.81,59.08,61.29,57.64,8703274,0.4591,3.65,50.797,71.06,2.6888,63.0549
1947-03-31,59.08,59.19,60.66,58.83,14585552,0.1862,1.83,51.1408,71.37,2.6113,63.084
1947-04-01,59.19,59.0,60.04,57.89,680635,-0.321,2.15,51.5116,69.97,2.5057,62.8883
1947-04-02,59.0,59.78,61.09,57.37,598202,1.322,3.72,51.8416,72.36,2.4566,62.7778
1947-04-03,59.78,59.31,60.1,58.94,1643867,-0.7862,1.16,52.1206,68.8,2.3527,62.593
1947-04-04,59.31,58.35,60.05,57.73,6071855,-1.6186,2.32,52.389,62.08,2.1678,62.4432
1947-04-07,58.35,57.47,58.64,56.33,2397742,-1.5081,2.31,52.6196,56.62,1.9281,62.1854
1947-04-08,57.47,56.9,57.51,56.19,19307817,-0.9918,1.32,52.7968,53.35,1.6729,62.0612
1947-04-09,56.9,57.65,58.17,56.24,17047830,1.3181,1.93,52.9928,56.88,1.5136,61.9754
1947-04-10,57.65,56.59,58.65,55.89,8132397,-1.8387,2.76,53.1996,51.01,1.2871,61.6051
1947-04-11,56.59,55.7,57.49,55.45,625843,-1.5727,2.04,53.3774,46.65,1.0239,61.313
1947-04-14,55.7,56.75,57.54,55.27,13700737,1.8851,2.27,53.583,51.87,0.8898,60.9824
1947-04-15,56.75,56.57,56.89,56.26,12131764,-0.3172,0.63,53.7704,50.95,0.7603,61.0104
1947-04-16,56.57,57.21,57.52,54.64,2681026,1.1313,2.88,53.9592,54.07,0.7012,61.004
1947-04-17,57.21,58.0,58.45,56.54,2055670,1.3809,1.91,54.1822,57.66,0.7099,60.8096
1947-04-18,58.0,58.44,59.25,57.9,12887443,0.7586,1.35,54.4078,59.55,0.7437,60.5527
1947-04-21,58.44,57.7,59.92,56.94,18315914,-1.2663,2.98,54.6084,55.09,0.7027,60.3139
1947-04-22,57.7,57.52,58.01,57.27,10665850,-0.312,0.74,54.7668,54.03,0.6482,60.2001
1947-04-23,57.52,56.36,58.51,55.74,1099738,-2.0167,2.77,54.8906,47.66,0.5056,60.1093
1947-04-24,56.36,54.93,57.78,53.59,11036542,-2.5373,4.19,54.9862,41.22,0.2741,60.2013
1947-04-25,54.93,54.95,55.57,54.25,18900819,0.0364,1.32,55.0984,41.34,0.0911,60.1605
1947-04-28,54.95,53.27,55.03,52.8,13775380,-3.0573,2.23,55.1592,34.91,-0.1873,60.3025
1947-04-29,53.27,51.61,54.6,50.86,11383151,-3.1162,3.74,55.163,29.96,-0.5357,60.6508
1947-04-30,51.61,52.57,52.98,50.52,1202999,1.8601,2.46,55.1718,35.65,-0.726,60.4422
1947-05-01,52.57,54.45,56.44,51.91,14904790,3.5762,4.53,55.207,45.05,-0.7168,60.0423
1947-05-02,54.45,53.69,54.57,52.53,19187412,-1.3958,2.04,55.2748,42.36,-0.7621,59.8126
1947-05-05,53.69,53.47,55.08,53.13,2544112,-0.4098,1.95,55.3506,41.58,-0.8064,59.6868
1947-05-06,53.47,53.82,54.55,52.29,1299817,0.6546,2.26,55.4552,43.36,-0.8041,59.5782
1947-05-07,53.82,54.35,55.06,52.07,13940219,0.9848,2.99,55.5866,46.04,-0.7508,59.3222
1947-05-08,54.35,54.48,55.06,53.63,17032113,0.2392,1.43,55.7216,46.7,-0.6901,59.1951
1947-05-09,54.48,54.25,55.66,53.18,2216674,-0.4222,2.48,55.8386,45.63,-0.653,59.1445
1947-05-12,54.25,53.76,55.86,53.17,15853369,-0.9032,2.69,55.9386,43.35,-0.6556,58.9773
1947-05-13,53.76,53.35,54.38,52.15,12198172,-0.7626,2.23,56.0292,41.48,-0.6829,58.8214
1947-05-14,53.35,52.58,53.85,51.93,14640173,-1.4433,1.92,56.082,38.15,-0.7579,58.5644
1947-05-15,52.58,52.81,53.22,50.9,13012673,0.4374,2.32,56.1168,39.71,-0.7897,58.056
1947-05-16,52.81,52.18,54.2,52.1,2623400,-1.193,2.1,56.1036,36.96,-0.8559,57.341
1947-05-19,52.18,51.27,54.14,50.37,12117676,-1.744,3.77,56.0664,33.38,-0.9705,56.7847
1947-05-20,51.27,51.19,53.05,50.84,7819631,-0.156,2.21,55.998,33.07,-1.0557,56.1245
1947-05-21,51.19,51.16,51.3,50.88,15320688,-0.0586,0.42,55.919,32.95,-1.1128,55.6841
1947-05-22,51.16,50.95,51.56,50.41,2548674,-0.4105,1.15,55.866,32.06,-1.1616,55.5412
1947-05-23,50.95,52.15,52.23,50.79,10370267,2.3553,1.44,55.829,41.71,-1.0909,55.2545
1947-05-26,52.15,52.08,52.41,52.01,10479886,-0.1342,0.4,55.7794,41.34,-1.0286,55.2121
1947-05-27,52.08,53.15,54.8,51.52,8599152,2.0545,3.28,55.7042,48.79,-0.8827,55.2252
1947-05-28,53.15,54.86,55.21,52.81,3049649,3.2173,2.4,55.6342,57.97,-0.622,55.4938
1947-05-29,54.86,54.78,55.6,53.29,9607089,-0.1458,2.31,55.5322,57.45,-0.417,55.5547
1947-05-30,54.78,54.9,55.52,53.1,12682536,0.2191,2.42,55.4262,58.06,-0.2421,55.7375
1947-06-02,54.9,56.37,56.41,54.28,2051576,2.6776,2.13,55.3568,64.7,0.015,56.2618
1947-06-03,56.37,58.76,59.57,55.95,8489823,4.2398,3.62,55.3516,72.36,0.4069,57.3888
1947-06-04,58.76,59.7,61.16,57.68,2821282,1.5997,3.48,55.3644,74.69,0.7843,58.54
1947-06-05,59.7,59.16,60.75,57.44,11292014,-0.9045,3.31,55.3714,70.99,1.028,59.3482
1947-06-06,59.16,60.46,60.8,59.15,16839148,2.1974,1.65,55.399,74.29,1.3109,60.3935
1947-06-09,60.46,59.81,62.03,58.39,703475,-1.0751,3.64,55.4114,70.0,1.4657,61.168
1947-06-10,59.81,59.77,60.27,58.29,9430280,-0.0669,1.98,55.4268,69.74,1.5671,61.8518
1947-06-11,59.77,61.5,61.98,58.19,9834634,2.8944,3.79,55.4612,74.3,1.7668,62.7969
1947-06-12,61.5,61.29,62.32,60.85,17639052,-0.3415,1.47,55.5008,72.86,1.8863,63.5693
1947-06-13,61.29,62.5,63.19,59.73,16398019,1.9742,3.46,55.5838,75.77,2.0549,64.4416
1947-06-16,62.5,62.34,64.41,61.24,14316944,-0.256,3.17,55.6812,74.63,2.1509,65.0628
1947-06-17,62.34,62.31,63.63,61.73,14931089,-0.0481,1.9,55.7894,74.4,2.1992,65.5122
1947-06-18,62.31,60.86,62.34,59.46,14733596,-2.3271,2.88,55.8536,64.29,2.0962,65.5752
1947-06-19,60.86,61.78,62.65,58.76,7356148,1.5117,3.89,55.9574,67.32,2.0651,65.5661
1947-06-20,61.78,61.75,62.38,61.53,12363411,-0.0486,0.85,56.0784,67.12,2.0148,65.5424
1947-06-23,61.75,59.9,63.05,59.23,2106403,-2.996,3.82,56.1414,56.05,1.8049,65.1103
1947-06-24,59.9,60.46,61.02,59.59,17084696,0.9349,1.43,56.2192,58.29,1.6645,64.7182
1947-06-25,60.46,61.72,62.16,60.44,17320035,2.084,1.72,56.3094,62.88,1.636,64.5988
1947-06-26,61.72,61.53,62.21,61.21,12429896,-0.3078,1.0,56.38,61.78,1.5799,64.2618
1947-06-27,61.53,60.86,62.1,60.28,13559596,-1.0889,1.82,56.4284,57.91,1.4645,63.6075
1947-06-30,60.86,59.68,62.87,59.48,16475949,-1.9389,3.39,56.468,51.77,1.2633,63.051
1947-07-01,59.68,60.77,62.02,58.48,6233658,1.8264,3.54,56.533,56.37,1.1782,62.9351
1947-07-02,60.77,61.81,62.48,60.65,9566843,1.7114,1.83,56.642,60.27,1.181,62.9951
1947-07-03,61.81,59.56,62.16,59.48,6080543,-3.6402,2.68,56.7346,49.89,0.9903,62.9431
1947-07-04,59.56,61.19,62.47,58.67,10513103,2.7367,3.8,56.8594,55.83,0.9597,62.9613
1947-07-07,61.19,62.27,62.64,59.31,3705407,1.765,3.33,57.0394,59.27,1.0109,63.0592
1947-07-08,62.27,62.8,63.44,61.66,2250551,0.8511,1.78,57.2632,60.88,1.0817,63.2165
1947-07-09,62.8,61.49,63.26,60.79,14338146,-2.086,2.47,57.4416,55.08,1.0204,63.2158
1947-07-10,61.49,60.04,62.81,59.08,9590075,-2.3581,3.73,57.5534,49.46,0.8451,63.2422
1947-07-11,60.04,60.63,61.87,59.73,7583615,0.9827,2.14,57.6922,51.63,0.7451,63.0811
1947-07-14,60.63,61.58,61.91,60.62,14068895,1.5669,1.29,57.8544,54.97,0.7341,62.975
1947-07-15,61.58,61.27,63.43,59.09,19700469,-0.5034,4.34,58.0034,53.66,0.6924,62.8412
1947-07-16,61.27,61.22,62.28,60.33,7586593,-0.0816,1.95,58.1408,53.44,0.6479,62.8563
1947-07-17,61.22,61.93,62.29,59.97,13947386,1.1598,2.32,58.2898,56.19,0.6622,62.8771
1947-07-18,61.93,61.55,62.34,61.06,2254012,-0.6136,1.28,58.4358,54.34,0.6356,62.8543
1947-07-21,61.55,62.64,63.08,60.71,12621520,1.7709,2.37,58.6134,58.55,0.6944,63.0204
1947-07-22,62.64,61.59,65.37,59.62,5057183,-1.6762,5.75,58.7782,53.44,0.6489,63.0425
1947-07-23,61.59,62.56,63.43,61.06,14499862,1.5749,2.37,58.9778,57.16,0.6831,63.1654
1947-07-24,62.56,63.0,63.39,61.8,1354513,0.7033,1.59,59.1816,58.77,0.7373,63.383
1947-07-25,63.0,63.88,65.06,62.61,15785109,1.3968,2.45,59.4156,61.86,0.8416,63.799
1947-07-28,63.88,64.16,65.08,62.3,2423817,0.4383,2.78,59.6734,62.81,0.936,64.1204
1947-07-29,64.16,64.23,66.08,63.63,10298634,0.1091,2.45,59.9342,63.06,1.0049,64.4793
1947-07-30,64.23,64.55,65.55,63.61,10661753,0.4982,1.94,60.202,64.24,1.0729,64.8663
1947-07-31,64.55,64.75,65.1,64.42,12172093,0.3098,0.68,60.478,64.99,1.13,65.0932
1947-08-01,64.75,64.02,65.1,63.48,3730880,-1.1274,1.62,60.7154,60.03,1.1035,65.2711
1947-08-04,64.02,62.89,65.28,62.63,19068921,-1.7651,2.65,60.9316,53.26,0.9801,65.3048
1947-08-05,62.89,62.5,65.09,62.31,4955535,-0.6201,2.78,61.1186,51.12,0.8411,65.2871
1947-08-06,62.5,62.31,63.22,61.29,9554860,-0.304,1.93,61.2676,50.06,0.7075,65.2875
1947-08-07,62.31,63.29,64.87,61.84,12581630,1.5728,3.03,61.4378,55.2,0.6729,65.1911
1947-08-08,63.29,64.6,65.3,62.96,5881524,2.0698,2.34,61.6318,60.99,0.7427,65.3167
1947-08-11,64.6,65.21,66.08,63.99,13147168,0.9443,2.09,61.8086,63.36,0.8375,65.6162
1947-08-12,65.21,64.27,65.86,63.28,18759374,-1.4415,2.58,61.9188,57.55,0.8273,65.6601
1947-08-13,64.27,65.13,65.34,62.91,1916279,1.3381,2.43,62.0274,61.07,0.8785,65.793
1947-08-14,65.13,64.83,65.31,62.81,15394312,-0.4606,2.5,62.1408,59.23,0.8846,65.8997
1947-08-15,64.83,67.11,67.31,64.02,10343356,3.5169,3.29,62.2738,67.3,1.0612,66.4618
1947-08-18,67.11,67.46,68.18,67.02,582559,0.5215,1.16,62.4268,68.34,1.2154,67.0876
1947-08-19,67.46,67.2,68.05,66.66,1634228,-0.3854,1.39,62.5754,66.65,1.3016,67.4223
1947-08-20,67.2,67.41,67.43,65.44,16449429,0.3125,1.99,62.6936,67.35,1.3711,67.8183
1947-08-21,67.41,67.61,68.83,67.27,18928533,0.2967,1.56,62.82,68.04,1.4259,68.2125
1947-08-22,67.61,68.87,70.24,66.75,12532756,1.8636,3.49,62.9474,72.05,1.553,68.8707
1947-08-25,68.87,70.31,70.75,68.37,7034228,2.0909,2.38,63.1068,75.79,1.7498,69.8032
1947-08-26,70.31,72.05,72.72,70.21,2538737,2.4748,2.51,63.3016,79.38,2.0229,71.0562
1947-08-27,72.05,72.69,73.08,71.21,13408297,0.8883,1.87,63.5382,80.52,2.2648,72.2536
1947-08-28,72.69,70.59,73.4,69.56,16904791,-2.889,3.84,63.7144,67.33,2.261,72.8049
1947-08-29,70.59,72.69,73.62,70.21,12693917,2.9749,3.41,63.9332,72.23,2.3998,73.6925
1947-09-01,72.69,74.38,74.57,72.52,5204185,2.3249,2.05,64.2228,75.42,2.616,74.7508
1947-09-02,74.38,75.0,75.97,74.13,14539251,0.8336,1.84,64.5136,76.49,2.8051,75.7007
1947-09-03,75.0,76.08,76.31,73.8,11200497,1.44,2.51,64.8008,78.27,3.0074,76.6534
1947-09-04,76.08,75.43,77.26,74.35,2689660,-0.8544,2.91,65.0788,74.62,3.0797,77.3312
1947-09-05,75.43,74.33,77.94,73.01,3290120,-1.4583,4.93,65.3482,68.78,3.0136,77.7593
1947-09-08,74.33,74.89,75.32,73.04,19476680,0.7534,2.28,65.6524,70.06,2.9721,78.2108
1947-09-09,74.89,75.01,75.07,74.81,6101781,0.1602,0.26,65.9372,70.34,2.9153,78.4385
1947-09-10,75.01,73.31,75.54,73.17,19325730,-2.2664,2.37,66.1672,61.51,2.7019,78.3875
1947-09-11,73.31,73.44,74.44,73.25,6815871,0.1773,1.19,66.4448,61.91,2.5144,78.1565
1947-09-12,73.44,73.19,73.55,71.79,5429057,-0.3404,1.76,66.6848,60.62,2.3188,78.0886
1947-09-15,73.19,72.6,73.7,70.99,19310378,-0.8061,2.71,66.8914,57.59,2.0921,77.935
1947-09-16,72.6,74.16,74.25,71.97,7746950,2.1488,2.28,67.1186,62.88,2.0151,77.7747
1947-09-17,74.16,73.69,75.31,71.82,17963795,-0.6338,3.49,67.3626,60.43,1.8943,77.4462
1947-09-18,73.69,74.24,75.79,73.1,16867823,0.7464,2.69,67.6466,62.28,1.822,76.9981
1947-09-19,74.24,74.37,75.95,72.85,1825932,0.1751,3.1,67.9214,62.73,1.7549,76.6238
1947-09-22,74.37,74.03,74.87,72.89,3373596,-0.4572,1.98,68.1704,60.72,1.6552,76.375
1947-09-23,74.03,73.42,74.2,72.95,5766091,-0.824,1.25,68.4134,57.17,1.5096,76.3159
1947-09-24,73.42,72.15,73.87,71.1,9911372,-1.7298,2.77,68.632,50.56,1.277,76.3553
1947-09-25,72.15,71.57,72.2,71.1,13243717,-0.8039,1.1,68.8248,47.84,1.0339,76.1625
1947-09-26,71.57,72.72,73.24,69.25,10716641,1.6068,3.99,69.0482,53.22,0.9234,76.1606
1947-09-29,72.72,71.63,72.72,71.29,4822277,-1.4989,1.43,69.228,48.15,0.7394,76.2258
1947-09-30,71.63,72.94,74.0,70.98,6458292,1.8288,3.02,69.455,53.84,0.6913,76.0769
1947-10-01,72.94,70.6,73.79,70.06,11464706,-3.2081,3.73,69.6158,44.45,0.4591,75.8887
1947-10-02,70.6,71.44,71.57,70.49,18965797,1.1898,1.08,69.7846,47.96,0.3389,75.6388
1947-10-03,71.44,70.18,72.1,69.43,4379325,-1.7637,2.67,69.9106,43.52,0.1404,75.7103
1947-10-06,70.18,71.08,71.48,69.77,14715117,1.2824,1.71,70.049,47.28,0.055,75.4899
1947-10-07,71.08,68.92,72.16,68.47,1032203,-3.0388,3.69,70.1428,40.35,-0.1848,75.4871
1947-10-08,68.92,67.82,69.17,66.9,18382981,-1.5961,2.27,70.2082,37.35,-0.4583,75.8341
1947-10-09,67.82,67.83,68.55,67.81,3173031,0.0147,0.74,70.2698,37.39,-0.6666,75.9941
1947-10-10,67.83,68.06,68.58,67.43,6522651,0.3391,1.15,70.3506,38.5,-0.8038,76.0388
1947-10-13,68.06,65.06,71.2,64.37,11056921,-4.4079,6.83,70.394,30.83,-1.1415,76.5387
1947-10-14,65.06,67.23,67.62,63.86,12719139,3.3354,3.76,70.4886,40.12,-1.2199,76.3097
1947-10-15,67.23,67.86,68.96,65.98,2439794,0.9371,2.98,70.5996,42.54,-1.2172,76.0247
1947-10-16,67.86,67.96,68.13,66.84,18340323,0.1474,1.29,70.693,42.93,-1.1933,75.5609
1947-10-17,67.96,68.3,69.3,67.64,13940291,0.5003,1.66,70.767,44.32,-1.1338,74.9695
1947-10-20,68.3,68.29,69.35,67.97,8607210,-0.0146,1.38,70.8286,44.29,-1.0751,74.3623
1947-10-21,68.29,68.0,68.34,67.11,11889088,-0.4247,1.23,70.9032,43.24,-1.0399,73.8124
1947-10-22,68.0,69.54,71.06,67.95,1896843,2.2647,3.11,70.9914,49.99,-0.8777,73.4968
1947-10-23,69.54,69.06,70.6,66.46,11304222,-0.6903,4.14,71.076,48.07,-0.7789,73.2383
1947-10-24,69.06,67.94,69.11,66.47,15855232,-1.6218,2.64,71.0926,43.85,-0.7819,72.6797
1947-10-27,67.94,67.85,69.0,67.11,9464843,-0.1325,1.89,71.1004,43.51,-0.7826,72.3033
1947-10-28,67.85,67.81,69.54,67.76,13772870,-0.059,1.78,71.1126,43.36,-0.7774,71.4747
1947-10-29,67.81,67.17,68.05,66.72,2638207,-0.9438,1.33,71.1078,40.82,-0.8155,71.1956
1947-10-30,67.17,67.54,68.43,66.77,4246540,0.5508,1.66,71.1064,42.9,-0.8065,70.6214
1947-10-31,67.54,68.14,68.89,66.68,1551046,0.8884,2.21,71.0918,46.2,-0.7425,70.3302
1947-11-03,68.14,69.29,69.89,66.95,2831096,1.6877,2.94,71.0714,51.93,-0.5921,69.8461
1947-11-04,69.29,70.28,72.12,67.73,2146067,1.4288,4.39,71.036,56.25,-0.3885,70.1433
1947-11-05,70.28,69.0,71.1,68.25,19229111,-1.8213,2.85,70.9622,49.99,-0.3267,70.241
1947-11-06,69.0,68.23,69.46,68.03,17357325,-1.1159,1.43,70.915,46.63,-0.336,70.2574
1947-11-07,68.23,69.18,70.26,67.52,19207643,1.3923,2.74,70.8448,51.01,-0.2637,70.364
1947-11-10,69.18,68.03,69.46,67.74,10871608,-1.6623,1.72,70.7178,46.08,-0.2957,69.9461
1947-11-11,68.03,67.83,71.67,66.0,14551421,-0.294,5.67,70.5744,45.27,-0.3334,69.9105
1947-11-12,67.83,67.59,68.61,66.22,2420873,-0.3538,2.39,70.4046,44.25,-0.3783,69.9201
1947-11-13,67.59,66.19,68.14,64.7,574966,-2.0713,3.44,70.2198,38.78,-0.5209,70.1012
1947-11-14,66.19,65.8,67.74,65.07,3660426,-0.5892,2.67,70.0492,37.4,-0.6577,70.2804
1947-11-17,65.8,65.66,66.37,65.23,17595943,-0.2128,1.14,69.8646,36.89,-0.7686,70.4159
1947-11-18,65.66,68.37,69.14,65.52,6022806,4.1273,3.62,69.7318,50.85,-0.6305,70.4398
1947-11-19,68.37,67.7,69.36,67.44,5651115,-0.98,1.92,69.6196,48.02,-0.5686,70.2427
1947-11-20,67.7,67.22,68.5,67.07,11209877,-0.709,1.43,69.4952,46.05,-0.5519,70.1079
1947-11-21,67.22,66.37,68.41,66.2,12973747,-1.2645,2.21,69.3588,42.69,-0.6004,70.1218
1947-11-24,66.37,66.42,67.31,66.15,18571472,0.0753,1.16,69.2352,42.96,-0.6275,70.1246
1947-11-25,66.42,65.27,67.35,64.45,13418347,-1.7314,2.9,69.0574,38.57,-0.7333,70.2259
1947-11-26,65.27,65.56,66.15,64.9,10427606,0.4443,1.25,68.8948,40.23,-0.7848,70.2891
1947-11-27,65.56,65.83,66.24,65.29,1195999,0.4118,0.95,68.7266,41.8,-0.7946,70.2989
1947-11-28,65.83,63.95,66.42,63.85,10040505,-2.8558,2.57,68.5182,34.91,-0.9432,70.447
1947-12-01,63.95,64.11,64.5,63.08,4717907,0.2502,1.42,68.3198,35.88,-1.0361,70.306
1947-12-02,64.11,64.26,64.61,63.74,14401520,0.234,0.87,68.1366,36.83,-1.0851,69.8153
1947-12-03,64.26,63.48,64.87,62.53,16036875,-1.2138,2.34,67.9632,34.01,-1.1734,69.6294
1947-12-04,63.48,62.96,64.04,62.6,19859771,-0.8192,1.44,67.791,32.24,-1.2706,69.5713
1947-12-05,62.96,60.11,63.08,59.58,10412024,-4.5267,3.5,67.5388,24.65,-1.5597,69.7313
1947-12-08,60.11,60.58,60.99,59.55,7993110,0.7819,1.44,67.3178,27.68,-1.7309,69.7757
1947-12-09,60.58,60.26,61.32,60.12,4684742,-0.5282,1.2,67.0642,26.88,-1.8709,69.747
1947-12-10,60.26,60.38,60.86,60.21,4767867,0.1991,0.65,66.8598,27.72,-1.9496,69.606
1947-12-11,60.38,60.67,61.93,60.16,5938444,0.4803,1.77,66.6444,29.8,-1.966,69.5441
1947-12-12,60.67,59.68,60.81,59.59,19330397,-1.6318,1.22,66.4344,26.95,-2.0353,69.5581
1947-12-15,59.68,58.2,60.11,58.16,2070847,-2.4799,1.95,66.1768,23.35,-2.1846,69.6743
1947-12-16,58.2,59.66,60.88,57.55,16997289,2.5086,3.33,65.9916,32.88,-2.1601,69.0361
1947-12-17,59.66,59.09,60.42,57.34,18827042,-0.9554,3.08,65.817,31.24,-2.1618,68.4573
1947-12-18,59.09,60.63,61.74,59.04,5142352,2.6062,2.7,65.673,39.92,-2.0157,67.7831
1947-12-19,60.63,60.54,62.67,60.36,14717515,-0.1484,2.31,65.5226,39.61,-1.8854,67.2056
1947-12-22,60.54,59.57,61.42,59.4,13146743,-1.6022,2.02,65.4128,36.29,-1.8392,66.5483
1947-12-23,59.57,57.88,60.76,57.75,14428346,-2.837,3.01,65.2258,31.36,-1.9168,66.1722
1947-12-24,57.88,57.43,59.4,56.77,18011834,-0.7775,2.63,65.0172,30.18,-1.9917,65.6473
1947-12-25,57.43,57.22,57.66,56.31,14822657,-0.3657,1.35,64.8024,29.62,-2.0445,64.9059
1947-12-26,57.22,57.78,58.98,56.56,12144298,0.9787,2.42,64.592,33.17,-2.0178,64.4505
1947-12-29,57.78,55.85,58.85,54.32,7805218,-3.3403,4.53,64.3432,27.94,-2.1279,64.0531
1947-12-30,55.85,55.99,56.35,55.59,4740682,0.2507,0.76,64.103,28.82,-2.1787,63.4203
1947-12-31,55.99,58.38,59.3,55.7,6392320,4.2686,3.6,63.8798,41.83,-2.0031,62.6949
1948-01-01,58.38,58.75,59.79,56.75,1160348,0.6338,3.04,63.6736,43.56,-1.8131,61.9975
1948-01-02,58.75,58.65,59.86,58.57,18993695,-0.1702,1.29,63.4878,43.18,-1.6516,61.8756
1948-01-05,58.65,58.24,59.68,58.0,6639622,-0.6991,1.68,63.2956,41.61,-1.5389,61.6574
1948-01-06,58.24,58.88,59.37,57.77,5216211,1.0989,1.6,63.117,44.98,-1.3821,61.5012
1948-01-07,58.88,59.43,61.33,58.67,18756851,0.9341,2.66,62.9622,47.76,-1.1995,61.3635
1948-01-08,59.43,59.88,61.06,57.6,17360274,0.7572,3.46,62.809,49.99,-1.007,61.2207
1948-01-09,59.88,59.16,62.11,58.86,19559948,-1.2024,3.25,62.6294,46.56,-0.9021,61.1592
1948-01-12,59.16,58.42,60.48,57.07,18649256,-1.2508,3.41,62.412,43.28,-0.8686,61.1657
1948-01-13,58.42,58.74,60.28,58.23,14114253,0.5478,2.05,62.1812,45.09,-0.807,61.0706
1948-01-14,58.74,60.02,60.52,58.66,3428895,2.1791,1.86,62.0016,51.69,-0.6474,61.1933
1948-01-15,60.02,59.58,62.17,58.05,16992811,-0.7331,4.12,61.8286,49.49,-0.5501,61.0059
1948-01-16,59.58,59.39,60.96,58.44,18998876,-0.3189,2.52,61.6328,48.53,-0.4827,60.8004
1948-01-19,59.39,60.85,61.73,58.97,10512172,2.4583,2.76,61.4892,55.66,-0.308,61.0544
1948-01-20,60.85,61.7,62.37,60.78,5889503,1.3969,1.59,61.3666,59.21,-0.0998,61.5932
1948-01-21,61.7,61.07,62.03,57.67,796974,-1.0211,4.36,61.2362,55.66,0.0142,61.8906
1948-01-22,61.07,61.29,62.22,60.35,17713318,0.3602,1.87,61.1382,56.64,0.121,62.1661
1948-01-23,61.29,62.15,62.19,60.4,9033082,1.4032,1.79,61.0652,60.32,0.2718,62.603
1948-01-26,62.15,62.56,62.7,60.63,5944248,0.6597,2.07,61.0032,61.98,0.4196,62.814
1948-01-27,62.56,61.17,63.37,61.12,14560946,-2.2219,2.25,60.8592,53.77,0.4197,62.6247
1948-01-28,61.17,60.54,61.76,60.12,6059071,-1.0299,1.64,60.716,50.51,0.3648,62.6457
1948-01-29,60.54,63.41,63.67,60.14,5439265,4.7407,3.53,60.6398,61.87,0.5465,63.2096
1948-01-30,63.41,63.6,63.97,62.69,8300284,0.2996,1.28,60.5844,62.48,0.6978,63.7091
1948-02-02,63.6,63.6,64.47,63.57,4274675,0.0,0.9,60.528,62.48,0.8084,64.0749
1948-02-03,63.6,64.71,65.02,61.99,15710799,1.7453,3.03,60.5168,66.17,0.9744,64.6777
1948-02-04,64.71,65.49,65.53,63.41,2581658,1.2054,2.12,60.5154,68.51,1.1556,65.3963
1948-02-05,65.49,64.7,65.88,64.3,13202696,-1.2063,1.58,60.4928,63.7,1.2213,65.8347
1948-02-06,64.7,65.04,65.55,63.73,7601257,0.5255,1.82,60.5146,64.85,1.286,66.2287
1948-02-09,65.04,65.77,66.51,63.77,3845132,1.1224,2.74,60.5478,67.24,1.3803,66.5997
1948-02-10,65.77,64.13,66.1,62.65,9136636,-2.4935,3.45,60.5452,57.74,1.3076,66.6074
1948-02-11,64.13,64.73,65.45,63.87,9219972,0.9356,1.58,60.5702,59.97,1.2836,66.7738
1948-02-12,64.73,64.32,64.83,63.51,18423481,-0.6334,1.32,60.5974,57.73,1.2175,66.7683
1948-02-13,64.32,63.87,65.04,63.0,16314351,-0.6996,2.04,60.6726,55.29,1.1159,66.5967
1948-02-16,63.87,64.02,64.79,63.68,11725699,0.2349,1.11,60.7414,55.96,1.0356,66.5759
1948-02-17,64.02,64.14,64.39,62.01,6774767,0.1874,2.38,60.819,56.52,0.9704,66.6104
